
100|47|2700|l|150|100|100|50|122|84|82|13|250|350|450|650
47|33|1399|l|150|100|100|50|115|85|69|9|250|350|450|650
65|73|2719|l|150|100|100|50|137|95|77|50|250|350|450|650
40|70|1355|l|150|100|100|50|147|74|72|42|250|350|450|650
62|92|2564|l|150|100|100|50|88|74|53|5|250|350|450|650
63|45|1242|l|150|100|100|50|68|40|71|29|250|350|450|650
71|60|1825|l|150|100|100|50|91|70|54|43|250|350|450|650
53|28|1977|l|150|100|100|50|122|20|40|31|250|350|450|650
33|53|2330|l|150|100|100|50|77|11|48|26|250|350|450|650
72|36|1161|l|150|100|100|50|30|61|18|30|250|350|450|650
84|17|2969|l|150|100|100|50|99|77|78|26|250|350|450|650
9|25|1928|l|150|100|100|50|130|14|16|3|250|350|450|650
31|77|1468|l|150|100|100|50|15|54|64|38|250|350|450|650
89|25|236|s|50|0|0|0|37|0|0|0|100|0|0|0
57|76|2103|l|150|100|100|50|13|31|31|16|250|350|450|650
29|31|917|m|100|0|70|30|37|0|26|6|150|0|250|400
60|94|1109|l|150|100|100|50|42|22|8|39|250|350|450|650
20|57|489|s|50|0|0|0|9|0|0|0|100|0|0|0
22|13|831|m|100|0|70|30|31|0|47|21|150|0|250|400
64|69|2664|l|150|100|100|50|29|89|75|26|250|350|450|650
23|79|1205|l|150|100|100|50|27|41|73|46|250|350|450|650
32|69|673|m|100|0|70|30|90|0|10|2|150|0|250|400
25|14|2259|l|150|100|100|50|93|97|84|41|250|350|450|650
46|98|1543|l|150|100|100|50|99|75|61|15|250|350|450|650
99|51|2283|l|150|100|100|50|1|17|37|25|250|350|450|650
56|59|130|s|50|0|0|0|7|0|0|0|100|0|0|0
27|57|139|s|50|0|0|0|5|0|0|0|100|0|0|0
48|54|754|m|100|0|70|30|55|0|25|10|150|0|250|400
77|17|77|s|50|0|0|0|48|0|0|0|100|0|0|0
42|9|852|m|100|0|70|30|51|0|66|29|150|0|250|400
73|88|937|m|100|0|70|30|14|0|20|20|150|0|250|400
6|97|1554|l|150|100|100|50|110|100|71|9|250|350|450|650
88|41|1600|l|150|100|100|50|79|25|30|31|250|350|450|650
53|40|1240|l|150|100|100|50|82|79|2|27|250|350|450|650
61|88|749|m|100|0|70|30|73|0|13|2|150|0|250|400
4|44|1554|l|150|100|100|50|46|63|42|22|250|350|450|650
68|95|1628|l|150|100|100|50|108|43|90|51|250|350|450|650
4|52|1033|l|150|100|100|50|60|100|84|31|250|350|450|650
61|62|1889|l|150|100|100|50|98|17|27|10|250|350|450|650
40|5|2296|l|150|100|100|50|38|73|32|2|250|350|450|650
42|64|149|s|50|0|0|0|39|0|0|0|100|0|0|0
28|30|1387|l|150|100|100|50|82|71|76|2|250|350|450|650
3|84|1943|l|150|100|100|50|149|35|20|28|250|350|450|650
64|7|1888|l|150|100|100|50|38|42|91|26|250|350|450|650
2|72|1988|l|150|100|100|50|68|32|61|6|250|350|450|650
81|63|1607|l|150|100|100|50|89|8|36|47|250|350|450|650
58|101|2758|l|150|100|100|50|35|30|98|35|250|350|450|650
4|68|1933|l|150|100|100|50|45|64|40|34|250|350|450|650
52|26|1114|l|150|100|100|50|115|59|23|41|250|350|450|650
5|70|692|m|100|0|70|30|59|0|25|22|150|0|250|400
97|72|1479|l|150|100|100|50|68|43|60|8|250|350|450|650
51|45|1523|l|150|100|100|50|81|24|72|6|250|350|450|650
63|88|270|s|50|0|0|0|12|0|0|0|100|0|0|0
92|76|641|m|100|0|70|30|63|0|39|15|150|0|250|400
72|79|106|s|50|0|0|0|3|0|0|0|100|0|0|0
71|15|1839|l|150|100|100|50|146|17|19|37|250|350|450|650
22|49|2570|l|150|100|100|50|26|58|66|23|250|350|450|650
49|11|1467|l|150|100|100|50|47|63|11|44|250|350|450|650
94|72|1796|l|150|100|100|50|132|89|67|14|250|350|450|650
86|21|1528|l|150|100|100|50|95|42|30|2|250|350|450|650
60|26|2314|l|150|100|100|50|70|99|64|32|250|350|450|650
59|88|698|m|100|0|70|30|61|0|20|22|150|0|250|400
75|66|350|s|50|0|0|0|51|0|0|0|100|0|0|0
73|85|488|s|50|0|0|0|40|0|0|0|100|0|0|0
72|87|1980|l|150|100|100|50|46|56|61|42|250|350|450|650
8|13|1364|l|150|100|100|50|77|29|12|39|250|350|450|650
44|1|2822|l|150|100|100|50|99|65|3|12|250|350|450|650
61|38|38|s|50|0|0|0|28|0|0|0|100|0|0|0
50|59|2388|l|150|100|100|50|150|91|22|48|250|350|450|650
18|92|2301|l|150|100|100|50|6|10|76|28|250|350|450|650
37|30|931|m|100|0|70|30|41|0|39|4|150|0|250|400
101|29|428|s|50|0|0|0|50|0|0|0|100|0|0|0
64|33|1691|l|150|100|100|50|38|52|38|49|250|350|450|650
88|84|2944|l|150|100|100|50|123|35|71|13|250|350|450|650
57|83|2648|l|150|100|100|50|144|84|87|25|250|350|450|650
86|19|468|s|50|0|0|0|46|0|0|0|100|0|0|0
25|29|1934|l|150|100|100|50|4|65|39|23|250|350|450|650
13|10|912|m|100|0|70|30|73|0|53|18|150|0|250|400
90|75|285|s|50|0|0|0|41|0|0|0|100|0|0|0
37|10|113|s|50|0|0|0|33|0|0|0|100|0|0|0
61|18|1528|l|150|100|100|50|136|57|64|36|250|350|450|650
33|14|2599|l|150|100|100|50|8|42|100|36|250|350|450|650
26|46|500|m|100|0|70|30|38|0|48|22|150|0|250|400
85|12|186|s|50|0|0|0|29|0|0|0|100|0|0|0
88|69|1983|l|150|100|100|50|147|60|9|25|250|350|450|650
27|1|1995|l|150|100|100|50|7|51|12|46|250|350|450|650
79|91|1154|l|150|100|100|50|45|98|6|46|250|350|450|650
33|9|1384|l|150|100|100|50|91|86|19|33|250|350|450|650
97|50|2786|l|150|100|100|50|62|59|10|27|250|350|450|650
77|82|2691|l|150|100|100|50|102|7|17|50|250|350|450|650
7|81|280|s|50|0|0|0|45|0|0|0|100|0|0|0
37|79|106|s|50|0|0|0|28|0|0|0|100|0|0|0
36|2|2367|l|150|100|100|50|98|16|17|2|250|350|450|650
86|55|374|s|50|0|0|0|31|0|0|0|100|0|0|0
25|70|2071|l|150|100|100|50|49|11|23|30|250|350|450|650
69|7|22|s|50|0|0|0|6|0|0|0|100|0|0|0
15|52|818|m|100|0|70|30|11|0|8|16|150|0|250|400
14|45|2601|l|150|100|100|50|69|98|24|48|250|350|450|650
18|54|2759|l|150|100|100|50|139|66|82|23|250|350|450|650
76|33|2058|l|150|100|100|50|69|10|58|7|250|350|450|650
44|1|1715|l|150|100|100|50|148|23|23|19|250|350|450|650
86|84|1015|l|150|100|100|50|127|11|36|23|250|350|450|650
38|80|1021|l|150|100|100|50|91|80|9|4|250|350|450|650
40|89|19|s|50|0|0|0|44|0|0|0|100|0|0|0
21|58|1737|l|150|100|100|50|22|75|44|46|250|350|450|650
30|9|1430|l|150|100|100|50|72|27|11|16|250|350|450|650
63|45|1591|l|150|100|100|50|7|41|99|20|250|350|450|650
22|80|2763|l|150|100|100|50|73|32|19|29|250|350|450|650
82|22|2810|l|150|100|100|50|20|22|25|10|250|350|450|650
59|31|2495|l|150|100|100|50|88|63|46|2|250|350|450|650
31|73|1018|l|150|100|100|50|125|99|29|16|250|350|450|650
64|73|1116|l|150|100|100|50|92|74|64|42|250|350|450|650
49|24|155|s|50|0|0|0|18|0|0|0|100|0|0|0
54|86|406|s|50|0|0|0|46|0|0|0|100|0|0|0
15|79|1130|l|150|100|100|50|132|75|16|21|250|350|450|650
64|40|269|s|50|0|0|0|14|0|0|0|100|0|0|0
40|49|2701|l|150|100|100|50|62|56|13|10|250|350|450|650
26|97|2230|l|150|100|100|50|33|43|15|37|250|350|450|650
98|52|1327|l|150|100|100|50|17|71|59|20|250|350|450|650
4|33|237|s|50|0|0|0|41|0|0|0|100|0|0|0
15|49|1803|l|150|100|100|50|86|49|64|38|250|350|450|650
68|6|1361|l|150|100|100|50|26|44|49|30|250|350|450|650
7|32|2128|l|150|100|100|50|10|1|98|45|250|350|450|650
65|5|272|s|50|0|0|0|5|0|0|0|100|0|0|0
23|30|657|m|100|0|70|30|97|0|16|19|150|0|250|400
50|96|1224|l|150|100|100|50|104|42|52|46|250|350|450|650
58|84|1310|l|150|100|100|50|109|28|1|51|250|350|450|650
75|54|924|m|100|0|70|30|51|0|63|22|150|0|250|400
17|74|553|m|100|0|70|30|32|0|27|6|150|0|250|400
36|8|2586|l|150|100|100|50|9|32|48|39|250|350|450|650
13|68|2407|l|150|100|100|50|114|12|68|3|250|350|450|650
73|65|1275|l|150|100|100|50|139|28|55|23|250|350|450|650
84|11|2845|l|150|100|100|50|130|4|85|38|250|350|450|650
71|70|2681|l|150|100|100|50|10|8|91|27|250|350|450|650
50|89|306|s|50|0|0|0|9|0|0|0|100|0|0|0
51|31|1404|l|150|100|100|50|85|50|37|15|250|350|450|650
67|93|159|s|50|0|0|0|9|0|0|0|100|0|0|0
15|79|817|m|100|0|70|30|88|0|64|3|150|0|250|400
35|90|2326|l|150|100|100|50|53|58|23|18|250|350|450|650
26|7|918|m|100|0|70|30|84|0|16|25|150|0|250|400
16|43|2232|l|150|100|100|50|119|12|31|20|250|350|450|650
54|86|236|s|50|0|0|0|14|0|0|0|100|0|0|0
19|101|1147|l|150|100|100|50|75|29|26|35|250|350|450|650
2|72|582|m|100|0|70|30|36|0|50|27|150|0|250|400
28|44|312|s|50|0|0|0|28|0|0|0|100|0|0|0
40|69|520|m|100|0|70|30|50|0|30|5|150|0|250|400
68|47|566|m|100|0|70|30|2|0|66|13|150|0|250|400
97|11|293|s|50|0|0|0|37|0|0|0|100|0|0|0
87|91|1707|l|150|100|100|50|99|8|61|34|250|350|450|650
30|28|2963|l|150|100|100|50|5|30|15|7|250|350|450|650
77|81|2523|l|150|100|100|50|143|37|2|21|250|350|450|650
97|85|1526|l|150|100|100|50|145|7|75|13|250|350|450|650
6|92|554|m|100|0|70|30|99|0|37|15|150|0|250|400
36|6|105|s|50|0|0|0|44|0|0|0|100|0|0|0
2|70|436|s|50|0|0|0|20|0|0|0|100|0|0|0
74|69|2531|l|150|100|100|50|67|51|55|46|250|350|450|650
10|21|418|s|50|0|0|0|50|0|0|0|100|0|0|0
12|27|653|m|100|0|70|30|61|0|54|19|150|0|250|400
90|47|2282|l|150|100|100|50|111|84|61|42|250|350|450|650
56|9|191|s|50|0|0|0|28|0|0|0|100|0|0|0
70|49|920|m|100|0|70|30|62|0|62|3|150|0|250|400
91|35|2188|l|150|100|100|50|53|10|31|9|250|350|450|650
87|40|1951|l|150|100|100|50|70|28|79|18|250|350|450|650
73|86|1635|l|150|100|100|50|141|52|92|22|250|350|450|650
79|70|2278|l|150|100|100|50|57|56|66|33|250|350|450|650
50|88|797|m|100|0|70|30|82|0|4|22|150|0|250|400
6|41|1773|l|150|100|100|50|52|69|51|10|250|350|450|650
26|26|2169|l|150|100|100|50|39|82|23|22|250|350|450|650
8|45|2315|l|150|100|100|50|100|13|11|19|250|350|450|650
82|49|1681|l|150|100|100|50|126|30|13|47|250|350|450|650
15|32|2002|l|150|100|100|50|125|67|97|17|250|350|450|650
1|43|851|m|100|0|70|30|37|0|37|4|150|0|250|400
23|14|2989|l|150|100|100|50|16|48|24|41|250|350|450|650
84|4|2260|l|150|100|100|50|19|14|63|49|250|350|450|650
34|36|2875|l|150|100|100|50|111|69|44|19|250|350|450|650
65|60|2303|l|150|100|100|50|30|88|61|23|250|350|450|650
76|87|1154|l|150|100|100|50|125|95|69|17|250|350|450|650
84|93|1765|l|150|100|100|50|43|26|93|30|250|350|450|650
20|70|1794|l|150|100|100|50|150|24|24|47|250|350|450|650
75|100|620|m|100|0|70|30|53|0|13|16|150|0|250|400
33|88|376|s|50|0|0|0|28|0|0|0|100|0|0|0
12|57|2180|l|150|100|100|50|126|87|82|51|250|350|450|650
32|19|2596|l|150|100|100|50|72|38|77|3|250|350|450|650
10|92|1823|l|150|100|100|50|97|65|95|15|250|350|450|650
70|64|910|m|100|0|70|30|57|0|53|11|150|0|250|400
95|4|1272|l|150|100|100|50|51|79|17|8|250|350|450|650
19|87|847|m|100|0|70|30|41|0|46|12|150|0|250|400
70|70|509|m|100|0|70|30|58|0|36|3|150|0|250|400
87|54|1080|l|150|100|100|50|47|94|63|34|250|350|450|650
18|101|891|m|100|0|70|30|41|0|61|28|150|0|250|400
44|21|2621|l|150|100|100|50|55|40|62|4|250|350|450|650
24|88|1978|l|150|100|100|50|130|18|73|27|250|350|450|650
43|9|2949|l|150|100|100|50|141|24|99|13|250|350|450|650
79|1|2198|l|150|100|100|50|128|22|23|50|250|350|450|650
32|82|1273|l|150|100|100|50|27|60|58|44|250|350|450|650
28|23|1876|l|150|100|100|50|42|82|97|44|250|350|450|650
89|95|356|s|50|0|0|0|4|0|0|0|100|0|0|0
27|4|1322|l|150|100|100|50|90|38|79|40|250|350|450|650
26|100|888|m|100|0|70|30|14|0|30|24|150|0|250|400
6|21|1542|l|150|100|100|50|4|77|48|21|250|350|450|650
98|74|1203|l|150|100|100|50|83|45|60|41|250|350|450|650
98|34|643|m|100|0|70|30|73|0|9|8|150|0|250|400
6|95|559|m|100|0|70|30|77|0|61|4|150|0|250|400
9|42|1428|l|150|100|100|50|96|46|28|24|250|350|450|650
53|74|1582|l|150|100|100|50|3|20|91|41|250|350|450|650
57|11|2493|l|150|100|100|50|110|19|21|7|250|350|450|650
91|28|2155|l|150|100|100|50|140|58|72|27|250|350|450|650
58|43|130|s|50|0|0|0|15|0|0|0|100|0|0|0
83|69|2200|l|150|100|100|50|67|89|45|34|250|350|450|650
36|17|417|s|50|0|0|0|47|0|0|0|100|0|0|0
77|66|2326|l|150|100|100|50|54|33|12|50|250|350|450|650
13|23|116|s|50|0|0|0|16|0|0|0|100|0|0|0
67|20|544|m|100|0|70|30|86|0|9|4|150|0|250|400
55|10|2041|l|150|100|100|50|19|42|1|20|250|350|450|650
35|97|1058|l|150|100|100|50|20|7|55|17|250|350|450|650
94|3|1943|l|150|100|100|50|100|45|11|20|250|350|450|650
37|12|1976|l|150|100|100|50|4|21|29|14|250|350|450|650
98|44|2850|l|150|100|100|50|135|20|54|14|250|350|450|650
70|51|1730|l|150|100|100|50|69|15|21|40|250|350|450|650
45|92|2411|l|150|100|100|50|102|24|22|40|250|350|450|650
26|52|1199|l|150|100|100|50|22|39|30|20|250|350|450|650
57|30|1296|l|150|100|100|50|88|32|55|42|250|350|450|650
96|98|558|m|100|0|70|30|73|0|62|6|150|0|250|400
51|52|717|m|100|0|70|30|45|0|37|3|150|0|250|400
11|26|1284|l|150|100|100|50|6|77|93|17|250|350|450|650
24|77|2544|l|150|100|100|50|20|10|14|40|250|350|450|650
13|77|303|s|50|0|0|0|28|0|0|0|100|0|0|0
47|31|856|m|100|0|70|30|26|0|37|10|150|0|250|400
30|70|1904|l|150|100|100|50|115|37|95|33|250|350|450|650
49|96|440|s|50|0|0|0|44|0|0|0|100|0|0|0
20|89|735|m|100|0|70|30|19|0|71|9|150|0|250|400
57|25|1587|l|150|100|100|50|44|48|67|33|250|350|450|650
55|9|2675|l|150|100|100|50|99|9|88|49|250|350|450|650
38|13|2003|l|150|100|100|50|64|10|10|37|250|350|450|650
57|30|1936|l|150|100|100|50|130|25|25|12|250|350|450|650
89|41|2869|l|150|100|100|50|112|75|98|5|250|350|450|650
86|5|1443|l|150|100|100|50|68|26|17|42|250|350|450|650
75|1|50|s|50|0|0|0|5|0|0|0|100|0|0|0
76|6|1128|l|150|100|100|50|92|41|69|37|250|350|450|650
46|2|2100|l|150|100|100|50|57|48|58|13|250|350|450|650
18|95|1282|l|150|100|100|50|34|63|48|48|250|350|450|650
42|100|877|m|100|0|70|30|78|0|56|29|150|0|250|400
91|26|2509|l|150|100|100|50|45|12|52|18|250|350|450|650
78|82|2116|l|150|100|100|50|108|41|40|41|250|350|450|650
9|74|2640|l|150|100|100|50|6|13|48|17|250|350|450|650
89|56|371|s|50|0|0|0|35|0|0|0|100|0|0|0
42|19|2347|l|150|100|100|50|57|34|21|49|250|350|450|650
50|51|549|m|100|0|70|30|101|0|21|18|150|0|250|400
86|49|90|s|50|0|0|0|2|0|0|0|100|0|0|0
72|3|1731|l|150|100|100|50|38|82|80|12|250|350|450|650
42|90|1271|l|150|100|100|50|118|79|92|15|250|350|450|650
83|45|2760|l|150|100|100|50|105|61|84|14|250|350|450|650
53|34|1041|l|150|100|100|50|138|48|29|17|250|350|450|650
60|10|2994|l|150|100|100|50|131|89|72|4|250|350|450|650
52|51|1499|l|150|100|100|50|37|89|28|5|250|350|450|650
87|97|2612|l|150|100|100|50|39|50|86|11|250|350|450|650
4|86|335|s|50|0|0|0|31|0|0|0|100|0|0|0
23|70|646|m|100|0|70|30|60|0|48|19|150|0|250|400
13|52|2274|l|150|100|100|50|107|40|64|35|250|350|450|650
35|22|636|m|100|0|70|30|3|0|4|2|150|0|250|400
36|40|672|m|100|0|70|30|37|0|38|20|150|0|250|400
74|2|2945|l|150|100|100|50|109|56|24|9|250|350|450|650
21|27|1864|l|150|100|100|50|58|84|7|14|250|350|450|650
46|18|2840|l|150|100|100|50|101|42|33|13|250|350|450|650
23|4|1613|l|150|100|100|50|94|30|77|49|250|350|450|650
65|18|2932|l|150|100|100|50|42|23|77|27|250|350|450|650
64|1|1047|l|150|100|100|50|134|1|1|22|250|350|450|650
98|84|2548|l|150|100|100|50|100|46|27|29|250|350|450|650
96|58|1097|l|150|100|100|50|67|14|5|30|250|350|450|650
40|85|2868|l|150|100|100|50|109|13|42|7|250|350|450|650
49|13|1543|l|150|100|100|50|28|35|27|36|250|350|450|650
47|20|1883|l|150|100|100|50|101|25|31|21|250|350|450|650
21|10|1956|l|150|100|100|50|3|77|73|44|250|350|450|650
27|57|1763|l|150|100|100|50|97|31|41|43|250|350|450|650
37|34|1509|l|150|100|100|50|7|23|70|30|250|350|450|650
21|101|1845|l|150|100|100|50|107|25|25|26|250|350|450|650
32|81|1368|l|150|100|100|50|144|66|47|46|250|350|450|650
59|62|2722|l|150|100|100|50|36|22|12|47|250|350|450|650
7|37|934|m|100|0|70|30|54|0|34|24|150|0|250|400
49|29|2995|l|150|100|100|50|133|39|50|24|250|350|450|650
95|82|972|m|100|0|70|30|13|0|44|26|150|0|250|400
4|71|41|s|50|0|0|0|3|0|0|0|100|0|0|0
52|20|2273|l|150|100|100|50|69|2|89|25|250|350|450|650
41|70|371|s|50|0|0|0|3|0|0|0|100|0|0|0
28|58|574|m|100|0|70|30|7|0|49|31|150|0|250|400
23|61|2861|l|150|100|100|50|137|32|100|4|250|350|450|650
69|95|1533|l|150|100|100|50|18|84|72|28|250|350|450|650
74|101|95|s|50|0|0|0|34|0|0|0|100|0|0|0
52|94|120|s|50|0|0|0|13|0|0|0|100|0|0|0
12|36|1401|l|150|100|100|50|34|66|92|38|250|350|450|650
80|80|805|m|100|0|70|30|44|0|40|29|150|0|250|400
49|10|1035|l|150|100|100|50|55|16|47|26|250|350|450|650
37|79|1702|l|150|100|100|50|102|65|26|14|250|350|450|650
49|23|1964|l|150|100|100|50|143|81|95|47|250|350|450|650
77|76|1145|l|150|100|100|50|147|73|58|35|250|350|450|650
100|36|1974|l|150|100|100|50|97|5|95|7|250|350|450|650
29|61|2061|l|150|100|100|50|69|95|59|17|250|350|450|650
26|40|1972|l|150|100|100|50|151|5|80|44|250|350|450|650
19|27|2172|l|150|100|100|50|112|68|95|32|250|350|450|650
99|13|1112|l|150|100|100|50|6|24|67|8|250|350|450|650
55|30|596|m|100|0|70|30|31|0|36|31|150|0|250|400
58|47|114|s|50|0|0|0|7|0|0|0|100|0|0|0
18|67|2659|l|150|100|100|50|149|45|44|47|250|350|450|650
69|56|694|m|100|0|70|30|16|0|4|13|150|0|250|400
61|35|2250|l|150|100|100|50|28|17|11|42|250|350|450|650
24|1|2597|l|150|100|100|50|5|60|14|3|250|350|450|650
51|86|2790|l|150|100|100|50|39|59|86|17|250|350|450|650
62|86|1827|l|150|100|100|50|139|36|13|48|250|350|450|650
15|96|2830|l|150|100|100|50|128|5|11|2|250|350|450|650
80|29|2987|l|150|100|100|50|52|29|23|48|250|350|450|650
11|94|2343|l|150|100|100|50|128|30|58|13|250|350|450|650
21|25|2570|l|150|100|100|50|47|99|91|50|250|350|450|650
94|89|2348|l|150|100|100|50|51|64|94|46|250|350|450|650
95|15|1039|l|150|100|100|50|65|5|57|38|250|350|450|650
71|33|761|m|100|0|70|30|27|0|41|11|150|0|250|400
66|63|1259|l|150|100|100|50|88|38|32|29|250|350|450|650
73|21|1418|l|150|100|100|50|78|39|90|13|250|350|450|650
14|49|87|s|50|0|0|0|27|0|0|0|100|0|0|0
66|84|1078|l|150|100|100|50|74|62|22|47|250|350|450|650
50|74|2662|l|150|100|100|50|137|40|96|16|250|350|450|650
68|54|2507|l|150|100|100|50|87|40|58|41|250|350|450|650
74|56|2075|l|150|100|100|50|120|63|33|51|250|350|450|650
94|22|885|m|100|0|70|30|89|0|5|30|150|0|250|400
13|62|2338|l|150|100|100|50|49|91|70|48|250|350|450|650
30|53|2944|l|150|100|100|50|21|36|46|5|250|350|450|650
86|41|383|s|50|0|0|0|12|0|0|0|100|0|0|0
56|65|1635|l|150|100|100|50|13|101|40|25|250|350|450|650
58|24|1968|l|150|100|100|50|147|11|88|11|250|350|450|650
37|94|930|m|100|0|70|30|8|0|5|6|150|0|250|400
21|47|2257|l|150|100|100|50|126|55|36|14|250|350|450|650
80|15|1225|l|150|100|100|50|97|84|33|15|250|350|450|650
70|59|1101|l|150|100|100|50|129|81|20|19|250|350|450|650
39|75|1982|l|150|100|100|50|16|51|72|30|250|350|450|650
13|96|1792|l|150|100|100|50|37|83|44|4|250|350|450|650
